"MemberID","Gender","Visit_Last1Month","Visit_Last2Month","Visit_Last3Month","Spending_Last1Month","Spending_Last2Month","Spending_Last3Month","Age","Monthly_Income","Marital_Status","Payment_Channel","Buy_Groceries","Buy_Toiletries","Buy_Food","Buy_Electronic","Buy_Clothes","Buy_HomeAppliances","Last_Visit","y"
"ID846664",0,1,1,0,748980,702772,0,37,5514300,0,2,0,0,0,0,0,1,23,0
"ID761066",0,3,3,5,816666,826901,922476,29,4266300,0,0,1,0,1,0,0,1,11,0
"ID559728",1,1,1,3,716576,678959,678955,29,3559800,0,0,0,1,1,0,0,0,5,0
"ID169410",1,1,1,3,129777,124664,102983,44,4612000,1,1,0,1,1,0,0,0,5,0
"ID356640",0,3,3,5,546661,510122,518902,34,4784900,1,1,0,1,1,0,0,1,10,1
"ID863654",0,2,4,3,752632,658193,626601,29,5435700,1,2,0,1,1,0,1,1,21,1
"ID828027",0,2,2,1,369371,473086,500594,25,7298300,1,0,0,1,1,0,0,0,21,1
"ID616196",1,2,3,1,549932,614228,589020,22,1703800,1,0,0,1,1,0,0,0,26,1
"ID990583",0,2,5,3,579164,605133,639110,33,14035500,1,1,0,1,1,0,1,0,21,1
"ID408472",1,2,5,4,212990,193841,199992,40,4239400,1,0,0,0,1,0,0,0,26,0
"ID832301",1,4,4,3,352611,381911,435897,37,3900200,1,1,0,1,1,0,0,0,26,1
"ID679329",1,7,5,9,544262,477172,435690,26,8599500,0,1,0,1,1,0,0,0,12,1
"ID642845",0,2,6,5,543340,507050,352459,32,4224800,1,0,1,1,1,0,0,0,0,1
"ID031757",1,1,2,5,707612,762533,775172,31,7657100,1,2,0,0,1,0,0,0,4,1
"ID302521",1,7,9,3,486203,454048,352612,26,4256500,1,1,1,1,1,0,0,1,7,1
"ID121062",1,4,3,3,357989,341594,359648,23,6774800,0,0,0,1,1,0,0,0,20,0
"ID153737",0,6,4,5,554966,537653,415770,24,3657500,0,2,0,1,1,0,0,0,3,0
"ID280162",1,4,3,10,278878,295732,346473,30,4717400,1,0,0,1,1,0,1,1,4,0
"ID542271",1,1,3,6,440618,431231,490147,28,4889900,1,1,0,1,1,0,0,0,14,1
"ID488666",0,7,7,3,323967,322930,366544,28,1910000,1,1,0,0,1,0,0,1,24,1
"ID004939",0,3,5,1,312178,303849,321319,31,4751700,0,0,0,0,1,0,0,0,13,0
"ID129933",1,4,7,5,179072,183157,220874,39,7968700,1,2,0,1,1,0,0,0,20,0
"ID332012",0,9,1,1,814232,900590,856777,26,7762500,0,2,0,1,1,0,0,0,29,0
"ID227082",1,1,2,3,645668,565714,565149,23,5128400,1,0,0,1,1,0,1,0,1,1
"ID624363",1,0,2,2,0,583611,566982,30,5560700,0,1,0,0,0,0,0,1,46,0
"ID069730",1,1,2,4,293338,308461,352619,30,4076100,1,1,0,1,1,0,0,0,23,0
"ID091897",0,4,4,4,116596,127854,148260,38,5831300,1,2,0,1,1,1,0,1,5,0
"ID171585",1,0,0,1,0,0,279365,27,4429100,1,2,1,0,1,0,0,0,33,0
"ID796526",0,0,2,0,0,313283,0,36,5105300,1,0,0,1,1,0,0,0,37,0
"ID578380",0,2,2,5,292020,214792,220948,28,3714900,1,1,1,1,1,0,0,0,27,0
"ID070692",1,2,2,2,600345,572794,589129,25,3648700,0,0,0,1,1,0,0,0,0,1
"ID921463",1,0,2,1,0,169007,171984,38,9026800,1,2,0,0,1,0,0,1,51,0
"ID409380",1,2,1,2,684543,578601,500598,29,5678700,1,2,0,1,1,0,1,0,18,1
"ID533488",1,5,5,1,196875,225174,258575,23,5734600,0,1,0,0,1,0,0,0,22,0
"ID720233",1,6,5,3,335060,328621,296886,42,7042300,1,2,1,0,1,0,0,0,11,0
"ID189302",0,5,5,7,888367,926691,1047464,28,3395300,0,0,0,1,1,0,0,0,7,0
"ID738691",1,3,2,5,328564,297816,313127,24,4510500,0,2,0,0,1,0,0,0,1,1
"ID134893",1,3,5,4,403294,355946,302056,36,6639900,0,2,0,1,1,0,0,0,7,0
"ID652103",1,3,4,4,524092,474680,396860,25,7603100,1,0,0,1,1,0,0,0,9,1
"ID417862",0,0,3,5,0,580020,555181,35,3414600,0,2,0,0,1,0,0,0,40,0
"ID240479",1,5,7,8,143162,138878,155405,21,5625900,1,2,0,1,1,0,0,1,22,1
"ID246320",1,0,1,2,0,401096,405023,33,3294000,0,1,0,1,1,0,0,1,53,0
"ID001689",0,3,5,6,299544,301631,324214,36,7181400,0,2,0,0,0,0,1,0,23,0
"ID931760",1,4,4,6,289999,293722,340392,22,8427700,0,1,1,1,1,0,0,0,8,0
"ID271510",0,3,3,1,447412,447062,433889,31,6845300,1,2,0,1,1,0,0,0,28,1
"ID607568",0,3,6,1,460578,463684,502408,25,3428500,0,2,0,1,0,0,0,0,1,1
"ID909620",1,1,3,4,277307,315933,287457,22,5534500,0,2,0,1,1,1,0,0,1,0
"ID572928",0,3,2,2,549143,458852,491009,45,5003500,1,2,0,1,0,0,0,0,2,1
"ID009781",0,2,5,9,435252,350915,380772,28,4030500,1,0,1,1,1,0,0,0,1,1
"ID351236",1,6,5,6,1422997,1371981,1381601,33,2498800,1,1,0,1,1,0,0,0,10,0
"ID919871",0,1,3,1,904826,1065864,981658,27,5055800,0,0,1,0,1,0,0,0,22,0
"ID264931",1,0,0,4,0,0,406055,27,8336600,1,2,0,0,1,0,0,1,46,0
"ID113275",0,0,1,1,0,307074,329095,37,5046100,0,1,0,1,1,0,0,0,59,0
"ID204329",1,3,10,6,417188,449007,442260,27,5749700,0,1,0,1,1,0,0,1,15,1
"ID820650",1,7,8,5,311658,318502,311208,29,6388500,1,1,0,0,1,0,0,1,28,1
"ID058295",0,1,1,2,191361,207993,199425,39,5399500,1,0,0,0,1,0,0,0,24,0
"ID617346",1,2,4,2,661857,697777,710808,27,3310100,1,0,0,1,1,0,0,0,9,1
"ID831142",0,2,5,5,1159705,963183,901225,34,3998800,1,2,0,1,1,0,0,1,22,0
"ID624200",0,3,4,4,243254,230770,238930,32,1806000,1,0,0,1,0,0,0,0,11,0
"ID821832",0,2,4,1,264292,276952,278953,25,6353900,0,2,0,1,1,0,0,0,20,0
"ID343730",1,7,8,6,589736,587370,499939,23,6175700,0,1,0,0,1,0,0,0,0,1
"ID563489",1,6,9,9,421526,415646,429715,20,3144800,1,2,0,1,1,0,0,0,26,1
"ID341525",1,0,1,2,0,275797,272073,31,9593600,1,0,0,1,1,0,0,0,42,0
"ID295025",1,2,3,4,642149,623166,664878,40,5183400,1,0,0,0,1,0,0,1,21,1
"ID727057",0,2,4,7,335297,317896,298730,26,6036800,0,1,1,0,0,0,0,1,7,1
"ID866919",1,1,3,4,806749,799871,768319,22,8072000,0,1,0,1,1,0,1,0,0,0
"ID459578",1,2,2,1,267598,232569,207227,29,8857300,1,1,1,1,0,0,0,0,27,0
"ID949319",1,5,3,5,171062,167871,173872,34,5584600,0,2,0,0,1,0,0,0,16,0
"ID883853",0,1,1,1,471240,445722,464902,28,7709600,0,1,0,0,1,0,0,0,2,1
"ID482320",0,1,3,2,247925,241256,241338,28,2208600,1,1,0,1,1,0,0,0,26,0
"ID411130",1,1,1,1,581847,590712,608727,28,4355200,1,2,0,0,1,0,0,0,9,1
"ID505812",1,3,6,5,438239,457052,539833,25,3183300,1,1,0,0,0,0,0,0,14,1
"ID015570",1,4,4,5,507393,574050,462351,32,5539400,0,1,1,1,1,0,0,0,1,1
"ID270313",0,6,5,7,473459,468486,477462,35,3964100,0,0,1,0,0,0,0,1,2,1
"ID520117",0,1,2,4,341263,307420,287478,32,3787000,1,1,0,1,1,0,0,0,14,0
"ID917913",1,2,5,2,405513,375359,340437,25,5871000,1,0,0,1,1,0,0,1,20,1
"ID406049",0,1,3,3,158883,179812,158315,32,5411400,1,0,0,1,1,0,0,0,7,0
"ID078499",0,3,2,0,301523,324311,0,37,4515900,1,2,0,0,1,0,0,0,3,0
"ID191490",1,5,4,3,345441,349890,323229,34,8643800,1,0,0,0,0,0,0,0,6,0
"ID076123",0,5,6,4,252191,253020,263336,36,6152700,1,2,0,1,0,0,0,1,17,0
"ID337212",1,3,7,7,1779144,1739910,1773506,36,2863700,0,0,0,1,1,0,0,0,11,0
"ID238926",1,4,9,5,430467,426385,510480,39,5292200,1,2,0,1,1,0,0,0,20,1
"ID369043",1,4,9,3,306602,297652,266458,37,8618500,1,1,0,1,0,0,1,0,21,0
"ID311319",1,6,9,5,392693,457862,487560,29,5169000,1,0,0,1,1,0,0,1,21,0
"ID942524",1,4,1,2,373754,366930,253922,40,3308600,1,2,0,1,1,0,0,1,19,0
"ID136651",0,5,6,3,272719,264956,240199,29,2612600,0,2,0,1,1,0,0,0,12,0
"ID526151",0,4,5,5,640599,567621,534859,26,4899900,1,1,0,1,1,0,0,0,12,1
"ID634039",1,4,5,3,803462,863654,651137,27,7326400,1,1,0,1,1,0,1,0,27,0
"ID314437",0,3,5,7,618531,615104,582165,28,1893200,0,0,0,0,1,0,0,0,25,1
"ID794615",1,6,9,6,411444,371588,376051,27,8422600,0,1,0,1,1,0,0,0,3,1
"ID840568",0,3,3,1,697514,630268,694321,29,3883800,1,0,1,1,1,0,0,0,9,0
"ID480886",0,4,2,1,598299,569218,607028,28,4797500,1,2,0,1,0,0,0,1,15,0
"ID000182",1,2,2,2,274262,236255,256808,34,4735100,0,0,0,1,1,0,0,1,27,0
"ID942466",1,4,4,3,443307,414119,387138,31,5311000,0,0,0,1,1,0,0,0,22,1
"ID271361",0,3,5,3,204129,204649,176140,36,2773500,0,0,0,1,1,0,0,0,25,0
"ID510704",1,8,7,2,243104,228860,174424,27,6968500,1,1,0,1,1,0,0,1,4,1
"ID154219",1,1,1,2,257215,277167,239114,28,3159100,0,0,0,1,1,0,0,0,18,0
"ID001972",1,0,0,1,0,0,609036,37,3199100,1,2,0,1,0,0,0,1,47,0
"ID206426",0,4,7,7,128409,132728,118426,30,7259800,1,2,0,1,1,0,0,0,24,0
"ID337008",1,4,5,9,563202,546583,557986,37,5988500,0,0,0,0,0,0,1,0,12,1
"ID796667",0,5,6,5,365205,340321,357921,39,10381200,1,1,0,0,1,0,0,0,4,1
"ID824957",1,3,4,4,1041643,1090338,1039667,31,2906800,0,2,0,1,1,0,0,0,8,0
"ID221870",0,4,5,5,739051,673627,541242,32,4694300,1,1,0,1,1,0,0,1,19,1
"ID431600",1,4,2,4,564066,525545,425912,29,3300300,0,0,1,1,1,0,0,1,9,1
"ID763589",1,2,7,6,342137,318040,300690,31,9792400,1,0,0,1,1,0,0,1,17,0
"ID923021",0,1,2,3,918934,935121,802134,40,7503600,1,0,0,0,1,0,0,1,18,0
"ID732476",1,6,5,3,400225,407829,413326,27,3113200,0,0,0,1,1,0,0,1,28,0
"ID311305",1,0,0,2,0,0,138000,25,7044100,0,0,0,1,1,0,0,0,55,0
"ID969502",0,1,5,5,520399,400751,358139,31,7350300,0,1,0,1,1,1,0,0,12,1
"ID573080",1,3,1,3,290769,250132,236530,32,6463400,1,1,0,1,1,0,0,0,7,0
"ID778632",1,4,3,2,958922,1023931,1157556,29,6289000,1,2,0,1,1,0,0,1,14,0
"ID190887",0,2,1,0,615749,639067,0,30,5442000,1,0,0,0,1,0,0,0,19,0
"ID533880",0,3,6,4,214490,201406,181197,26,4556800,0,1,1,1,1,0,0,1,2,0
"ID092887",1,7,6,5,377732,376292,437990,23,8020200,0,2,0,0,1,0,0,0,9,1
"ID924892",0,1,3,2,82525,68590,72753,31,2590400,1,2,0,1,1,0,0,0,6,0
"ID658219",1,5,3,2,165615,127466,127477,33,4323300,1,1,0,1,1,0,0,0,8,0
"ID853309",0,3,3,7,567814,687733,788049,29,8749100,0,0,0,1,1,0,0,1,1,0
"ID316914",1,4,5,4,185666,176600,177392,27,7516300,1,2,0,1,1,0,1,0,3,0
"ID777122",0,0,2,2,0,798028,727549,27,4917100,1,2,1,1,1,0,0,0,43,0
"ID219334",0,7,8,3,592379,600525,569579,24,5831700,0,0,1,1,1,0,0,0,21,1
"ID364453",1,1,3,5,182104,193630,189603,29,5288500,1,1,0,1,1,0,0,0,4,0
"ID080815",1,1,4,9,879044,826165,854485,39,4939700,1,2,1,0,0,0,0,0,14,0
"ID858192",1,1,1,1,992042,999049,915101,34,7575400,0,0,1,1,1,0,0,0,10,0
"ID234456",1,4,3,1,538968,570561,673147,23,10229800,0,1,0,1,1,0,0,1,11,1
"ID767618",0,3,6,4,272834,280262,319932,31,3392800,1,0,1,1,1,0,0,0,20,0
"ID718632",1,4,3,1,650452,590268,611787,28,7939300,1,2,1,0,1,0,0,1,27,1
"ID597663",1,3,4,3,511175,512895,551620,31,2029600,1,2,0,1,1,0,0,1,28,1
"ID136974",1,2,4,3,323185,301998,311602,27,4220900,1,0,0,1,1,0,0,0,7,0
"ID513993",0,4,6,5,965848,912684,885162,31,5257400,0,1,0,1,1,0,0,0,15,0
"ID827079",1,3,1,2,173355,204386,226105,25,8431900,0,0,0,1,1,0,0,1,15,0
"ID705248",1,5,10,7,252297,259060,257082,28,8326200,0,0,0,0,1,0,0,0,5,1
"ID337086",1,8,5,3,440655,445332,443514,35,3397300,0,1,1,1,1,0,0,0,5,1
"ID768948",1,2,2,3,214021,244171,158884,31,4642700,1,0,0,0,1,0,0,0,0,1
"ID612944",0,6,5,4,266343,297858,317747,28,1472700,1,1,1,1,1,0,0,0,4,1
"ID404247",0,5,1,3,284568,270986,252143,28,5904300,1,0,0,1,1,0,0,1,5,0
"ID533586",1,1,3,2,358852,391823,444525,39,10632600,1,1,1,1,1,0,0,0,2,0
"ID799380",1,4,9,10,519371,586711,613185,27,6561700,1,1,0,0,1,0,0,0,13,0
"ID770442",1,2,3,3,657710,753825,904215,25,3414900,0,1,0,1,0,1,0,0,11,0
"ID995429",1,4,6,3,191675,207636,219079,27,6891900,0,1,0,1,1,0,0,1,27,0
"ID620016",1,2,4,5,139688,126086,130387,36,2120100,0,0,0,1,1,0,1,0,28,0
"ID165526",0,4,5,4,366939,360766,396656,35,4649400,1,2,0,0,1,0,1,0,26,1
"ID966627",1,4,5,4,247502,242303,261181,39,1559500,1,0,1,1,1,0,0,0,18,0
"ID708957",0,1,2,5,517475,523753,418151,29,4940700,0,0,0,1,1,0,1,0,23,0
"ID433099",0,2,4,5,362364,378724,428126,31,4778100,1,0,0,1,1,1,0,0,15,0
"ID726253",0,3,4,6,245748,243374,222184,28,5280100,1,1,0,1,1,0,0,1,17,0
"ID156116",1,4,6,4,568177,506900,520434,23,4388600,1,2,0,1,1,0,0,0,11,1
"ID373997",0,3,4,4,559354,531300,615009,26,3215000,1,0,1,1,1,0,0,1,9,1
"ID120007",0,8,6,4,933000,1035123,1170472,32,2560500,1,1,0,1,1,0,0,0,1,0
"ID699184",1,1,4,1,248028,195358,196805,24,3141500,1,2,1,0,1,0,0,1,14,0
"ID298545",1,6,8,7,474012,547195,484879,38,5164500,1,1,0,1,1,0,0,0,21,1
"ID654130",0,0,1,3,0,147730,149151,29,4304400,0,0,0,1,1,0,0,0,52,0
"ID118216",1,7,9,4,289086,293551,290332,25,4166800,0,0,0,1,1,0,0,1,1,1
"ID424817",1,2,7,5,148920,134973,116346,27,1415200,1,0,0,0,1,0,0,1,29,0
"ID680179",1,5,7,5,253407,246017,252729,29,7336500,1,2,1,0,1,0,0,1,16,0
"ID018845",1,4,6,2,715501,639739,605308,26,9363400,0,0,0,0,1,0,0,0,11,1
"ID953833",1,5,3,2,225169,227317,226852,20,4728400,1,1,0,1,1,1,0,1,6,0
"ID680285",1,5,3,0,536598,438920,0,28,7439200,1,0,0,1,1,0,0,0,25,0
"ID217180",1,2,5,4,228627,293579,305018,27,6586800,1,0,1,0,1,0,0,1,27,0
"ID796917",0,3,2,3,393132,354116,400440,33,7935300,1,0,0,1,0,0,1,0,19,1
"ID237051",1,3,2,0,532289,535846,0,28,4354200,1,0,0,1,1,0,0,0,9,0
"ID877995",0,3,5,2,255961,295082,279416,45,3521000,1,2,0,1,0,0,0,1,26,0
"ID460771",0,5,7,5,172041,158763,143453,29,4842100,0,2,0,1,1,0,0,0,12,0
"ID666220",1,0,1,3,0,712421,704169,36,6336500,1,2,0,0,1,0,0,1,32,0
"ID836346",0,4,3,1,177020,163811,173219,35,5969600,1,1,0,0,0,0,0,0,16,0
"ID826106",0,2,3,3,248996,296799,264649,37,5342000,1,1,0,1,1,0,0,0,27,0
"ID206847",1,6,3,4,415243,490783,468945,33,5920600,0,0,1,0,1,0,0,0,18,1
"ID599234",0,4,9,7,689444,687165,744493,29,7579200,0,1,0,1,1,0,0,0,24,0
"ID245066",1,1,1,4,397533,348177,357420,28,3490000,1,0,0,1,1,0,0,0,22,1
"ID383305",1,5,5,4,204113,205426,184327,20,8913000,1,0,0,1,1,0,0,0,29,0
"ID995362",0,3,3,2,441966,441462,447580,33,7655400,1,2,0,0,1,1,0,0,23,1
"ID246540",1,3,2,2,339677,357767,402949,26,5602700,0,2,0,1,1,0,0,0,18,0
"ID333721",1,1,0,0,245191,0,0,38,7793300,1,0,0,1,0,0,0,0,29,0
"ID859516",0,2,2,5,343574,334956,353384,35,4041400,0,2,0,1,1,0,0,0,21,1
"ID404139",1,1,2,3,838670,823358,794929,27,4686900,1,0,0,1,1,0,1,0,20,0
"ID298225",0,4,5,5,174540,171283,210877,35,5346900,0,0,0,1,1,0,0,1,29,0
"ID854647",1,3,1,2,735743,656449,689413,30,4263600,1,2,0,1,1,0,1,0,7,0
"ID056257",0,3,3,2,150919,155330,133537,31,4811100,1,2,0,0,1,0,0,0,8,0
"ID975372",1,1,1,1,597740,680280,695019,22,6041800,0,0,0,1,1,0,0,1,21,0
"ID312870",1,3,4,3,333050,372983,412800,23,7417800,1,0,0,1,1,0,0,0,25,1
"ID366929",1,3,2,2,299472,236741,253981,35,8060500,1,1,0,0,0,1,1,1,28,0
"ID465204",1,4,3,1,283813,309913,316709,30,4384700,1,1,0,1,0,0,0,1,4,0
"ID494935",1,0,1,3,0,480059,532674,34,9600400,1,1,0,1,1,0,0,1,56,0
"ID140098",0,1,2,3,504280,571884,560345,23,5985300,1,0,0,1,1,0,0,1,29,1
"ID279602",1,5,3,3,535687,534361,516557,30,4989600,1,0,0,1,0,0,0,1,20,1
"ID559395",0,2,2,4,175809,146444,144323,23,8512300,1,0,0,1,1,0,0,0,2,0
"ID175871",1,4,2,3,426194,423276,455386,21,2721400,0,0,0,1,1,0,0,0,9,1
"ID784749",0,3,4,1,459285,518296,548397,31,7028800,1,1,0,1,1,0,0,0,28,1
"ID524954",1,3,3,2,687066,686594,579419,28,11266200,0,0,0,1,1,0,0,0,4,0
"ID654921",1,4,4,5,141257,144161,151395,36,10676000,1,0,0,1,1,0,0,0,19,0
"ID471735",1,2,6,5,387451,369642,319588,29,6802300,1,0,1,1,1,0,0,0,28,1
"ID084777",0,1,1,2,240614,233285,229011,38,8803000,0,2,0,1,1,0,0,0,10,1
"ID839085",1,3,10,2,204975,211433,182540,28,4316900,0,0,1,1,1,0,0,0,15,0
"ID142110",1,5,7,4,170850,188494,163407,23,8557100,1,0,0,1,1,0,0,0,23,0
"ID714248",1,3,5,4,390583,312386,331141,30,11172100,1,0,0,1,1,0,0,0,13,1
"ID332970",0,3,4,6,455964,503614,480140,30,9009400,1,2,0,0,1,0,1,0,0,1
"ID107978",1,5,8,7,822480,747041,753451,30,3933600,1,0,0,0,1,0,0,0,3,0
"ID248170",1,5,3,7,162455,169047,203411,25,2122800,0,2,0,1,1,0,0,0,27,0
"ID764149",0,2,2,5,546992,453302,533429,25,3696600,0,2,0,1,1,0,0,1,3,1
"ID059806",0,2,5,4,283819,251839,274586,31,4350200,1,0,0,0,1,0,0,0,2,0
"ID607327",1,2,4,6,541476,643155,669545,36,7439400,1,1,0,1,1,0,0,0,22,1
"ID809330",0,4,6,6,219155,171183,181603,26,2864000,1,0,0,1,1,0,0,0,0,0
"ID987831",1,2,2,1,1279092,1399860,1500475,20,5199300,1,1,1,1,1,0,0,0,21,0
"ID649031",1,1,3,3,406091,444968,412275,24,6267200,0,1,0,1,1,0,1,0,22,1
"ID906763",1,6,5,4,273381,276479,283314,28,7624900,1,2,1,1,1,0,0,0,28,0
"ID016785",1,6,5,3,165719,152684,168270,39,6524500,1,1,1,1,1,0,0,0,11,0
"ID952628",1,0,2,3,0,365315,423817,24,2891600,1,0,0,1,1,0,0,0,35,1
"ID353097",1,2,4,8,192070,199953,195914,30,5796500,0,1,1,1,1,0,0,0,10,0
"ID696154",0,2,7,5,413288,399429,475165,29,2638100,1,0,0,1,1,0,0,1,26,0
"ID725349",0,4,3,5,314236,299196,314651,40,4849200,1,2,0,1,1,0,0,0,27,0
"ID661590",0,1,1,4,554680,516475,507224,26,7265100,0,0,0,1,1,0,0,0,6,1
"ID854443",1,5,1,1,177846,159679,147393,25,7295400,1,0,0,1,1,0,0,0,17,0
"ID593134",1,4,1,4,278862,271690,256146,24,5003700,1,2,0,0,1,0,0,0,18,0
"ID174718",1,1,4,5,696095,721047,735440,30,4300000,0,1,0,1,1,0,0,0,3,0
"ID024130",1,2,3,3,1556671,1411866,1168102,26,2883000,1,2,0,1,1,0,0,0,21,0
"ID305279",0,1,0,2,598489,0,727024,31,7707600,1,0,0,1,1,0,0,0,4,0
"ID348086",0,3,5,5,595153,688242,685006,20,3565500,0,2,0,0,1,0,0,0,11,0
"ID458307",1,5,8,13,846533,729871,819082,34,5528200,1,2,0,1,1,0,0,0,24,0
"ID276809",0,3,7,5,522507,548256,457508,30,4860000,1,1,0,0,1,0,0,0,9,0
"ID807375",0,3,1,4,133768,131703,136220,29,4030400,1,1,0,0,1,0,0,1,5,0
"ID401786",1,4,6,7,334161,351685,356459,31,3775300,1,0,0,0,1,0,0,0,10,1
"ID623073",0,0,1,2,0,823232,825068,21,6939200,0,2,0,1,1,0,0,0,48,0
"ID540524",1,2,1,4,467502,410271,388732,22,5455300,0,0,1,1,1,0,0,1,23,1
"ID700242",1,2,4,3,1044720,1123172,1343790,31,4481900,1,2,1,1,0,0,0,0,24,0
"ID185672",0,2,3,5,447884,455230,468636,32,6889900,1,0,1,1,1,0,0,0,24,1
"ID773041",0,2,3,1,332640,382589,452592,26,3089600,0,1,1,1,1,0,0,0,18,1
"ID026093",0,4,3,3,288084,249968,235379,27,2367800,0,2,0,1,1,0,0,0,24,0
"ID360801",1,2,0,0,224435,0,0,25,3171500,1,0,0,1,1,0,0,0,17,0
"ID650202",0,6,9,7,441000,482062,496714,27,1691500,1,1,0,0,1,1,1,1,8,1
"ID016034",1,1,1,1,402634,366233,388778,36,6097900,1,0,0,0,1,0,0,0,12,1
"ID320333",0,3,4,5,393399,426222,411309,41,2609900,1,0,0,1,1,0,0,0,17,1
"ID309727",0,2,1,5,428114,439252,381713,28,2355100,1,2,0,1,1,1,0,0,13,1
"ID108325",0,4,6,7,502779,545897,559527,31,8196000,1,0,0,1,0,1,0,0,13,1
"ID401179",1,1,4,3,629554,678374,712231,27,3771500,1,2,0,0,0,0,0,0,23,1
"ID958399",1,3,2,2,626443,547015,446492,34,6399300,1,0,0,1,1,1,0,1,16,1
"ID840975",1,2,2,4,176601,188460,183108,44,3020200,1,2,0,0,0,1,0,0,24,0
"ID933495",1,2,4,4,326139,304162,290425,24,12234500,0,0,1,1,1,0,0,1,15,0
"ID990579",1,1,2,4,282763,305694,296491,39,3465400,1,2,1,0,1,0,0,0,5,0
"ID155090",1,5,8,4,527128,550495,555852,26,4545900,1,0,0,1,1,0,0,0,6,1
"ID317728",1,3,3,6,631097,615810,580942,23,11468600,1,2,0,1,1,0,0,1,23,0
"ID895358",1,3,5,6,408301,290224,298725,36,6014800,1,1,0,1,1,0,0,1,2,1
"ID485175",1,1,1,0,714646,839371,0,39,4728800,0,1,1,1,1,0,0,0,27,0
"ID821144",0,5,5,2,446796,462444,446013,30,4327900,1,0,0,1,1,0,1,0,3,1
"ID693277",1,1,2,6,117657,121199,115315,40,3744400,1,1,0,1,1,0,0,1,1,0
"ID390602",1,8,9,7,246657,277358,284692,30,7971400,1,1,1,1,1,1,0,0,19,0
"ID194834",0,1,3,0,346978,326579,0,28,4373600,0,0,0,1,1,0,0,0,10,0
"ID698912",1,2,1,1,394164,425439,395846,36,1611100,1,2,0,1,1,0,0,0,7,1
"ID633616",0,2,1,3,703814,626837,616518,31,5158500,1,0,0,1,1,0,0,1,25,1
"ID884186",1,5,1,2,505308,499226,591352,34,5534700,1,0,1,1,1,0,0,1,7,1
"ID759817",1,3,3,3,1033973,1292074,1519021,31,3868000,1,0,0,0,1,0,0,0,8,0
"ID922535",1,2,0,1,398918,0,381329,35,3249900,0,1,0,1,1,0,0,0,21,1
"ID860966",1,2,4,4,259570,252095,232942,23,2153200,0,1,0,1,1,0,0,0,13,0
"ID255424",0,1,1,1,693593,631921,611796,40,7282500,1,0,0,1,1,0,0,1,23,0
"ID952128",0,2,2,2,173956,182158,181136,28,4496400,1,2,1,1,1,0,0,1,24,0
"ID737618",0,5,7,6,592744,682735,508375,35,4631100,0,0,1,1,1,0,0,0,2,1
"ID171068",0,2,3,1,518898,476103,472636,23,8062500,0,0,0,0,0,0,0,0,14,1
"ID531852",0,3,6,2,354157,324920,288798,36,2767100,1,0,0,1,1,0,0,0,1,1
"ID433003",1,1,3,5,628602,560938,491669,48,10135600,1,0,0,1,1,0,1,1,10,0
"ID055885",1,4,7,5,707979,735872,690853,30,9771000,1,2,0,1,1,1,0,0,8,1
"ID492513",0,4,8,2,346655,323275,341668,30,4400700,1,0,0,1,1,0,0,0,21,1
"ID379137",1,6,5,5,332048,380941,432152,28,3808000,1,0,0,1,0,0,1,1,4,1
"ID123070",0,3,3,3,593291,490502,498764,28,6862100,1,2,0,0,0,0,0,1,10,0
"ID759813",1,2,4,3,1053480,1104073,1231628,35,8656600,1,0,0,1,0,1,0,1,0,0
"ID520827",0,2,1,2,574897,583003,640893,36,3634200,1,1,0,0,0,0,0,0,10,1
"ID011259",1,2,3,2,385854,423352,384974,24,3535500,0,0,1,0,1,0,0,0,13,1
"ID826618",0,4,6,3,645648,634259,586160,37,4276800,1,0,1,1,1,0,0,1,27,1
"ID156042",1,3,3,3,655979,588578,530482,27,11652900,0,1,1,0,1,0,0,1,16,1
"ID337285",1,1,2,3,409685,403742,417691,29,7120200,1,1,0,1,1,0,0,1,23,1
"ID644981",1,3,5,3,178909,139541,156525,43,2583200,1,1,0,1,1,0,0,0,11,0
"ID115356",1,2,4,4,309615,322306,343661,27,4443200,0,2,1,1,1,0,0,0,1,0
"ID919749",0,3,8,5,231248,258566,238877,32,4737300,1,2,0,1,0,0,0,0,5,0
"ID453551",1,3,0,3,200406,0,200817,35,6427100,1,2,0,0,1,0,1,0,24,0
"ID533231",1,4,5,4,1017089,1064764,990154,38,1676400,1,1,0,1,1,0,1,0,20,0
"ID897448",0,0,1,3,0,497209,439276,27,4496700,1,0,0,1,1,0,0,1,36,1
"ID310908",1,4,6,7,506991,466355,552847,36,3522200,1,0,1,1,1,0,0,0,29,1
"ID578316",1,3,5,4,478522,481750,514904,37,3431800,1,0,0,1,1,0,0,0,14,1
"ID672892",1,4,3,1,108673,95137,105169,28,6897800,1,0,0,1,0,0,0,0,9,0
"ID871976",0,4,5,3,223586,208951,233591,34,3206500,0,1,0,0,1,1,0,0,5,1
"ID340958",1,3,10,6,216989,216424,217873,29,5429000,1,2,0,1,1,1,0,1,18,0
"ID231476",0,1,2,4,1095674,1244986,1165566,19,6612300,0,2,0,1,1,0,0,0,5,0
"ID067230",0,1,3,5,439298,468281,395001,27,2401900,1,0,1,1,1,0,0,0,18,1
"ID003543",0,3,4,5,554882,581644,595392,24,3945100,1,2,0,1,1,1,0,0,10,0
"ID233944",0,1,1,0,712747,831229,0,23,1192900,0,1,1,0,1,0,0,0,28,0
