nasabah,tunaiATM,nontunaiATM,internet,debitbelanja,usia17_25,usia26_55,usia56,saldoharian,jeniskelamin
3724,9,1,1,1,1,0,0,0.527186468,1
3725,8,0,3,0,0,0,1,0.372328412,1
3726,8,4,0,0,0,0,1,0.852100778,0
3727,4,3,0,12,0,1,0,3.507851383,0
3728,10,2,1,12,0,1,0,1.112537341,0
3729,8,2,1,2,0,0,1,0.368815212,0
3730,10,0,2,0,0,0,1,0.570943474,1
3731,7,1,1,0,1,0,0,0.853212079,0
3732,3,7,1,10,0,1,0,2.178233245,1
3733,11,0,1,9,1,0,0,0.991518609,1
3734,9,0,0,11,0,0,1,0.979258307,1
3735,8,1,0,7,0,0,1,1.253646441,1
3736,6,1,0,0,0,0,1,0.481797757,1
3737,7,1,0,9,0,1,0,5.627339701,0
3738,3,0,1,12,0,1,0,5.735868295,0
3739,10,0,4,7,0,1,0,0.880305052,0
3740,10,0,1,0,0,0,1,0.894804966,0
3741,5,1,1,2,0,1,0,0.651130418,0
3742,10,2,1,0,1,0,0,0.533134002,1
3743,8,0,0,0,1,0,0,0.61860208,0
3744,11,0,1,1,0,0,1,0.484057382,1
3745,1,2,6,5,0,1,0,11.13540421,0
3746,7,2,1,11,0,1,0,1.244808581,0
3747,3,5,1,9,0,1,0,3.552518285,1
3748,9,0,1,1,1,0,0,0.699088227,1
3749,4,0,1,9,0,1,0,1.518338556,0
3750,11,3,1,1,0,0,1,0.578343045,1
3751,9,0,2,2,0,0,1,0.788392534,0
3752,9,2,3,6,0,1,0,1.576223957,1
3753,2,4,1,8,0,1,0,2.067235614,1
3754,2,1,1,9,0,1,0,4.091091852,0
3755,3,3,2,11,1,0,0,3.796486234,1
3756,7,0,1,12,0,1,0,1.857506684,0
3757,9,0,0,6,0,1,0,0.949509618,0
3758,10,1,0,0,1,0,0,0.558472707,1
3759,11,0,0,8,0,1,0,1.321096734,0
3760,9,0,3,1,0,1,0,0.895752948,1
3761,5,3,0,10,0,0,1,1.270204185,1
3762,1,6,2,9,0,1,0,1.865256991,1
3763,2,6,6,3,0,1,0,23.06627675,0
3764,6,2,0,13,0,1,0,1.091798118,0
3765,5,2,0,7,0,1,0,1.555470155,0
3766,1,1,6,5,0,1,0,15.75319892,1
3767,6,3,1,13,0,1,0,1.168971963,0
3768,3,2,0,9,0,1,0,3.275953154,1
3769,11,1,1,10,0,0,1,1.91305009,0
3770,2,4,6,5,0,1,0,15.86662982,0
3771,10,0,0,1,0,0,1,0.802171785,1
3772,8,1,1,12,0,0,1,1.447268107,1
3773,11,2,0,1,1,0,0,0.30389469,1
3774,12,1,2,1,1,0,0,0.529755596,1
3775,9,0,1,0,0,0,1,0.887411144,1
3776,7,0,2,1,0,0,1,0.84365574,1
3777,2,2,1,14,0,1,0,2.283110305,1
3778,9,1,1,7,1,0,0,0.789971977,0
3779,1,4,1,5,0,1,0,16.00235046,0
3780,13,0,0,8,0,1,0,1.461133061,0
3781,5,3,0,12,0,1,0,4.683353021,1
3782,8,3,0,12,0,1,0,1.280387106,0
3783,9,0,0,7,1,0,0,1.362671097,0
3784,7,0,1,1,1,0,0,0.432450659,0
3785,8,0,0,3,1,0,0,0.74600989,1
3786,11,1,0,0,0,0,1,0.440181551,0
3787,8,1,1,1,1,0,0,0.74298517,1
3788,5,4,2,14,1,0,0,2.593630214,1
3789,1,3,6,2,0,1,0,15.16335755,0
3790,2,3,2,3,0,1,0,27.8849952,1
3791,12,1,0,1,1,0,0,0.855816001,1
3792,7,1,1,10,0,0,1,1.619381844,0
3793,3,3,1,8,0,1,0,5.240439398,1
3794,3,7,2,10,1,0,0,1.911922797,1
3795,11,1,1,2,1,0,0,0.731632965,1
3796,9,1,1,12,0,1,0,0.826807367,0
3797,7,0,3,0,0,0,1,0.553261059,1
3798,3,3,0,11,0,1,0,1.67546135,0
3799,10,0,0,1,0,0,1,0.30028678,1
3800,4,2,1,13,0,1,0,4.706296677,1
3801,11,1,2,11,1,0,0,0.930839606,0
3802,4,5,1,10,0,1,0,1.153941069,0
3803,10,1,0,11,0,1,0,0.54751176,0
3804,8,3,1,9,0,1,0,1.941497445,1
3805,0,3,3,3,0,1,0,7.583097597,1
3806,10,1,2,1,0,0,1,0.326384653,1
3807,8,3,1,10,0,0,1,1.61494403,0
3808,10,0,1,1,0,0,1,0.798152651,1
3809,10,1,0,1,1,0,0,0.343051898,0
3810,9,0,1,6,0,1,0,0.641602264,1
3811,3,5,2,9,1,0,0,1.226293546,0
3812,5,1,0,1,0,0,1,0.69689904,1
3813,3,6,0,7,0,1,0,5.149692715,1
3814,10,0,1,1,0,0,1,0.594959106,1
3815,10,1,1,8,0,0,1,1.361603643,0
3816,9,0,0,0,1,0,0,0.384351845,0
3817,4,4,1,9,0,1,0,3.398024688,1
3818,8,1,0,0,0,0,1,0.865466371,0
3819,12,2,1,10,0,1,0,0.861123905,0
3820,8,0,0,12,1,0,0,1.756421974,0
3821,10,0,0,2,1,0,0,0.345611061,1
3822,8,3,2,7,0,1,0,1.131617994,1
3823,5,3,1,12,0,1,0,4.889266852,1
3824,3,4,5,9,0,1,0,5.679573185,1
3825,10,0,0,8,0,1,0,1.545177955,1
3826,11,0,4,3,0,0,1,0.413312461,1
3827,13,0,0,1,1,0,0,0.376376095,0
3828,11,1,0,8,0,1,0,0.756946017,0
3829,7,0,1,6,1,0,0,1.103702389,1
3830,8,1,0,6,0,1,0,1.119711208,0
3831,7,5,0,7,0,1,0,5.812356691,1
3832,4,4,1,9,0,1,0,1.960179475,0
3833,8,1,1,0,1,0,0,0.6118699,1
3834,2,1,2,6,1,0,0,1.695989493,0
3835,3,5,1,12,0,1,0,3.164571448,0
3836,10,2,0,2,0,1,0,0.803040029,1
3837,9,1,1,2,0,1,0,0.600189244,1
3838,8,1,1,9,0,1,0,1.948503884,0
3839,9,1,0,1,0,0,1,0.624679645,1
3840,11,2,0,7,0,1,0,1.216949503,0
3841,6,2,1,1,0,0,1,0.559737219,0
3842,7,1,3,8,0,1,0,1.286089065,1
3843,9,1,3,8,0,1,0,1.629216802,1
3844,5,2,1,11,0,1,0,3.453448649,0
3845,9,1,0,0,1,0,0,0.713293738,1
3846,0,1,2,8,0,1,0,2.954616318,0
3847,6,0,1,12,0,1,0,1.014059925,0
3848,8,0,3,8,0,1,0,1.115854215,0
3849,8,0,0,0,1,0,0,0.896438058,1
3850,2,1,2,11,0,1,0,3.152839942,1
3851,10,3,1,12,0,1,0,1.388720082,0
3852,10,1,1,5,0,1,0,0.82444492,1
3853,14,1,0,3,0,0,1,0.812336573,1
3854,2,3,5,2,0,0,1,19.23247723,0
3855,9,1,0,11,0,1,0,0.551107282,1
3856,2,3,0,12,0,1,0,4.252286569,0
3857,3,6,0,13,0,1,0,3.199368615,1
3858,5,3,1,13,0,1,0,2.294051029,1
3859,10,1,1,8,0,1,0,0.703117873,1
3860,10,1,0,7,0,1,0,0.851600716,1
3861,9,1,1,9,1,0,0,0.815604372,0
3862,13,0,0,9,0,1,0,1.603864099,0
3863,9,0,2,7,0,0,1,0.670320267,0
3864,2,0,1,10,0,1,0,3.277078822,0
3865,12,1,0,9,0,1,0,0.74074204,0
3866,1,6,0,12,0,1,0,1.176884847,1
3867,12,1,4,10,0,1,0,0.835973174,1
3868,9,0,1,0,0,0,1,0.363275375,1
3869,7,1,1,2,1,0,0,0.70724979,0
3870,9,0,0,2,0,0,1,0.755053727,1
3871,3,5,0,9,1,0,0,3.829779593,0
3872,4,6,1,11,0,1,0,5.492805875,1
3873,9,0,1,0,0,0,1,0.448414082,1
3874,2,2,1,13,0,1,0,1.077242568,0
3875,1,5,5,1,1,0,0,28.73132218,1
3876,9,0,1,7,0,1,0,0.926546103,0
3877,8,1,3,8,0,1,0,0.816963342,0
3878,11,0,0,12,0,1,0,0.914942865,0
3879,9,1,1,1,1,0,0,0.611998511,1
3880,1,4,7,2,1,0,0,17.61664824,1
3881,8,1,1,10,0,1,0,1.076286537,0
3882,8,1,0,1,0,1,0,0.890370279,1
3883,8,2,0,10,0,1,0,1.24760033,0
3884,2,4,1,10,0,1,0,1.397131954,0
3885,11,1,0,6,0,1,0,1.632967648,0
3886,8,1,1,1,1,0,0,0.69678503,0
3887,8,0,1,0,1,0,0,0.580346929,1
3888,8,2,1,1,0,0,1,0.482464707,1
3889,9,2,0,12,1,0,0,1.505869486,0
3890,8,1,2,0,0,0,1,0.462880444,0
3891,10,2,2,6,0,0,1,1.557182359,0
3892,2,8,0,10,0,1,0,5.837095849,0
3893,8,1,1,8,0,1,0,1.54030328,0
3894,7,1,2,0,1,0,0,0.348660574,1
3895,10,0,1,3,1,0,0,0.350537691,1
3896,1,1,0,12,1,0,0,5.690482473,0
3897,9,0,0,2,1,0,0,0.781332488,1
3898,10,0,0,9,0,1,0,1.211236606,0
3899,10,1,0,1,0,1,0,0.476660745,0
3900,10,3,1,8,0,1,0,0.679074553,0
3901,7,1,1,9,0,1,0,1.385212498,0
3902,6,3,0,8,0,1,0,5.202342761,1
3903,5,1,1,11,1,0,0,1.933520313,1
3904,3,10,2,11,1,0,0,4.15591548,1
3905,0,2,4,3,0,1,0,27.50640443,1
3906,11,4,2,12,1,0,0,1.454637343,0
3907,10,1,1,2,0,1,0,0.706760153,0
3908,5,0,0,8,1,0,0,1.093579156,1
3909,10,1,2,0,1,0,0,0.734577887,1
3910,9,1,1,8,0,1,0,0.964826645,1
3911,10,0,1,0,1,0,0,0.363808063,1
3912,2,5,4,3,0,1,0,9.053428653,1
3913,9,0,0,9,0,1,0,1.228545927,0
3914,12,2,1,2,1,0,0,0.572835635,0
3915,10,0,0,1,1,0,0,0.301500704,0
3916,3,2,0,11,1,0,0,5.22137773,1
3917,4,2,2,13,0,1,0,1.084111225,1
3918,7,2,0,9,0,1,0,1.594945821,0
3919,9,0,1,0,1,0,0,0.665328551,1
3920,2,4,0,9,0,1,0,4.576122643,0
3921,9,1,3,3,0,0,1,0.645971265,1
3922,3,4,0,11,0,1,0,2.223002496,0
3923,7,2,0,11,0,1,0,1.839447528,0
3924,7,0,0,7,0,1,0,1.603406237,0
3925,7,2,1,9,0,1,0,0.610300901,0
3926,7,3,3,1,1,0,0,0.608482752,1
3927,3,7,3,10,1,0,0,1.681392421,1
3928,6,1,1,8,0,0,1,1.532672785,0
3929,9,1,1,12,0,1,0,1.472774413,1
3930,12,0,2,0,1,0,0,0.499702196,1
3931,11,1,0,2,1,0,0,0.373591232,0
3932,8,1,0,1,1,0,0,0.664596571,1
3933,2,6,0,11,1,0,0,4.063473467,0
3934,4,6,1,9,1,0,0,4.805234107,1
3935,0,6,5,5,0,1,0,7.063952485,0
3936,8,0,0,8,0,1,0,1.341615518,1
3937,11,3,2,1,0,1,0,0.448112671,0
3938,8,1,0,0,1,0,0,0.378073106,1
3939,3,6,2,8,0,1,0,5.206347129,1
3940,1,4,12,3,0,1,0,15.09358147,0
3941,10,3,3,6,0,1,0,1.997768431,1
3942,10,1,0,0,0,0,1,0.76465587,1
3943,9,1,1,1,1,0,0,0.454394726,1
3944,10,1,1,11,0,0,1,1.046426668,1
3945,7,0,1,9,0,1,0,1.573270745,0
3946,4,4,0,9,0,1,0,1.910446988,1
3947,9,2,1,1,1,0,0,0.356305133,1
3948,8,3,2,0,0,0,1,0.717351736,1
3949,4,3,1,8,1,0,0,2.162016678,0
3950,4,7,0,12,0,1,0,5.682939864,1
3951,9,1,1,0,1,0,0,0.453234613,1
3952,8,0,1,1,1,0,0,0.733612473,1
3953,3,4,1,12,0,1,0,3.682046697,1
3954,4,1,2,10,0,1,0,3.591018582,1
3955,8,0,0,1,0,0,1,0.835873175,1
3956,5,1,1,11,0,1,0,0.940926979,0
3957,9,2,1,6,0,0,1,1.741690865,0
3958,3,4,4,12,0,1,0,3.961800202,1
3959,1,3,6,4,0,1,0,25.52325385,1
3960,1,8,0,11,0,1,0,4.869381138,0
3961,4,3,0,10,1,0,0,4.949253792,0
3962,7,0,0,2,1,0,0,0.32932628,1
3963,9,2,2,0,1,0,0,0.534932981,0
3964,9,0,0,2,0,0,1,0.627896691,0
3965,8,2,0,8,0,0,1,1.751516084,0
3966,12,3,0,0,1,0,0,0.648866876,1
3967,2,4,7,4,0,1,0,15.45511479,1
3968,10,2,3,0,1,0,0,0.352234739,1
3969,9,2,1,1,0,0,1,0.720373732,1
3970,9,1,0,0,0,0,1,0.457798978,0
3971,10,2,2,9,0,1,0,1.15654697,0
3972,4,6,0,13,0,1,0,2.951505558,0
3973,9,0,2,11,0,1,0,0.593888451,0
3974,9,0,0,2,1,0,0,0.390114606,1
3975,8,3,1,0,0,0,1,0.366884328,0
3976,3,5,0,10,0,1,0,4.425902432,0
3977,11,1,2,0,1,0,0,0.733633293,0
3978,6,1,0,1,0,0,1,0.612351365,1
3979,10,1,0,0,0,0,1,0.86662634,1
3980,2,3,1,9,0,1,0,5.699238765,1
3981,13,1,1,3,1,0,0,0.689052932,1
3982,11,0,0,9,0,1,0,0.89632491,0
3983,2,7,2,3,0,1,0,14.64986067,0
3984,7,2,1,1,1,0,0,0.571123667,0
3985,10,0,2,9,0,1,0,1.166764149,0
3986,4,4,2,9,1,0,0,1.373819142,1
3987,10,1,0,1,1,0,0,0.776579854,1
3988,0,2,10,4,0,1,0,28.96407272,1
3989,10,2,0,5,0,1,0,0.591269579,1
3990,0,4,8,3,0,1,0,12.5681595,1
3991,8,2,0,1,0,0,1,0.711166841,1
3992,8,2,1,0,1,0,0,0.899011693,0
3993,0,3,5,3,0,1,0,18.54623536,1
3994,8,0,1,6,0,1,0,0.619421151,0
3995,9,1,0,9,0,0,1,1.886993792,0
3996,5,3,3,10,0,1,0,5.900763987,1
3997,2,2,2,10,0,1,0,2.566095732,0
3998,6,3,0,0,0,1,0,0.34689497,1
3999,9,2,0,2,1,0,0,0.326656537,0
4000,3,2,0,12,0,1,0,1.054863653,1
4001,10,3,1,8,1,0,0,0.720401578,0
4002,10,0,0,10,0,1,0,1.344703695,0
4003,12,2,0,0,1,0,0,0.474676106,1
4004,0,6,0,9,0,1,0,5.550784165,1
4005,3,3,1,6,1,0,0,5.571228913,0
4006,8,0,0,2,0,0,1,0.533128193,0
4007,10,0,2,1,0,0,1,0.877654026,1
4008,4,5,2,9,0,1,0,5.850701642,1
4009,11,0,0,8,0,0,1,0.686395708,0
4010,9,1,1,2,1,0,0,0.642148226,1
4011,0,4,7,4,0,1,0,20.81543821,1
4012,6,0,1,2,1,0,0,0.493072493,1
4013,9,0,0,1,0,0,1,0.723583303,1
4014,9,0,2,10,0,1,0,1.455911508,1
4015,8,1,2,12,0,1,0,1.713086121,1
4016,10,1,0,3,0,0,1,0.370545054,1
4017,8,1,1,3,1,0,0,0.648692693,1
4018,8,4,4,1,1,0,0,0.824527782,1
4019,8,1,1,9,0,1,0,1.253512559,0
4020,4,4,3,10,0,1,0,2.738155971,0
4021,6,0,1,0,1,0,0,0.359067295,1
4022,7,2,0,1,0,0,1,0.635102376,1
4023,5,3,1,10,0,1,0,3.671413706,0
4024,9,0,0,0,0,0,1,0.89458192,1
4025,11,2,0,10,0,1,0,1.797649472,0
4026,8,1,3,11,0,1,0,1.765602692,0
4027,12,2,0,9,0,1,0,1.115078031,0
4028,10,2,2,2,0,1,0,0.728953067,1
4029,9,0,0,2,0,0,1,0.34611645,0
4030,4,0,2,13,0,1,0,1.729059278,0
4031,3,7,2,11,0,1,0,3.514349475,1
4032,7,0,1,9,0,1,0,1.257607366,0
4033,5,2,3,12,0,1,0,1.868651783,0
4034,10,1,1,11,0,1,0,1.360638177,0
4035,11,0,1,11,0,0,1,1.993062871,0
4036,6,3,0,11,0,1,0,5.667095962,0
4037,10,1,0,0,1,0,0,0.862288698,0
4038,8,0,1,1,0,0,1,0.519476043,1
4039,8,2,0,0,0,0,1,0.354597738,0
4040,8,1,0,11,0,1,0,1.323484287,1
4041,8,2,0,8,0,1,0,1.614841732,0
4042,9,1,1,1,0,0,1,0.704726981,1
4043,1,4,5,3,0,0,1,25.21751725,0
4044,10,2,1,8,0,1,0,0.923458273,1
4045,11,1,1,10,0,1,0,1.304578753,1
4046,12,3,1,1,1,0,0,0.613378591,0
4047,4,4,2,10,0,1,0,1.865378138,1
4048,8,0,1,1,1,0,0,0.319266092,1
4049,2,4,3,10,0,1,0,3.818169098,0
4050,7,1,0,2,1,0,0,0.401595265,0
4051,4,5,2,12,0,1,0,2.166922631,1
4052,7,2,0,2,0,1,0,0.552692294,1
4053,11,2,1,10,0,1,0,1.596507947,1
4054,8,0,1,1,0,0,1,0.467558172,0
4055,12,1,0,1,1,0,0,0.593312834,1
4056,2,3,0,9,0,1,0,3.295753253,0
4057,9,1,0,1,1,0,0,0.406120098,1
4058,7,3,0,7,0,1,0,1.665231645,0
4059,12,2,1,1,0,1,0,0.318752599,0
4060,0,4,5,3,0,1,0,19.68370186,1
4061,9,3,0,1,1,0,0,0.553680609,0
4062,10,1,1,6,0,0,1,1.212241721,0
4063,8,0,1,2,0,0,1,0.48257149,0
4064,12,3,2,7,0,0,1,1.342177679,1
4065,0,6,4,1,0,1,0,12.85687834,1
4066,8,1,1,1,0,0,1,0.824468036,0
4067,3,7,0,12,0,1,0,2.771709538,1
4068,8,0,1,7,0,1,0,0.754496348,0
4069,1,1,1,11,0,1,0,1.118606238,1
4070,11,0,3,0,1,0,0,0.628271739,0
4071,8,1,1,2,1,0,0,0.668466726,1
4072,7,1,0,0,0,0,1,0.373445743,1
4073,11,3,0,0,1,0,0,0.422161402,1
4074,10,0,0,8,0,1,0,1.889735305,0
4075,7,5,0,10,0,1,0,4.749185912,1
4076,11,0,1,3,1,0,0,0.870494382,1
4077,3,2,1,10,0,1,0,5.262997995,1
4078,0,2,3,4,0,0,1,23.9750632,1
4079,11,1,1,0,0,0,1,0.526459781,1
4080,1,7,0,12,0,1,0,1.120204401,0
4081,8,1,2,0,0,0,1,0.430507943,0
4082,8,1,3,2,0,0,1,0.689884879,0
4083,3,4,0,10,1,0,0,2.675954625,1
4084,5,4,2,12,1,0,0,2.475457876,0
4085,9,1,1,0,1,0,0,0.747937069,0
4086,10,1,1,1,0,0,1,0.793125009,0
4087,2,3,1,13,0,1,0,3.00668825,0
4088,1,3,6,3,0,1,0,17.70136682,0
4089,9,0,0,1,0,0,1,0.699573956,0
4090,6,0,0,1,1,0,0,0.778302673,0
4091,10,0,1,1,0,1,0,0.632189132,1
4092,14,2,0,0,0,1,0,0.478543109,0
4093,9,2,1,1,1,0,0,0.438508549,1
4094,8,1,0,1,0,0,1,0.700993554,1
4095,9,2,0,1,1,0,0,0.878316218,1
4096,0,4,0,8,0,0,1,4.599300112,0
4097,5,2,1,9,0,1,0,0.689191987,0
4098,1,5,4,3,0,1,0,12.69724268,1
4099,4,6,0,9,0,1,0,1.493691518,0
4100,4,4,3,12,0,1,0,4.627247611,1
4101,6,2,0,9,0,1,0,1.341195732,0
4102,9,1,0,2,0,0,1,0.796587651,0
4103,8,1,2,9,0,0,1,0.62024429,0
4104,6,3,1,12,0,1,0,0.649553901,1
4105,0,4,1,10,1,0,0,2.998128777,0
4106,10,0,1,0,0,0,1,0.81107269,0
4107,8,1,1,7,0,1,0,0.614151562,1
4108,9,1,3,10,0,0,1,1.103607928,0
4109,1,4,10,5,0,1,0,9.059190804,1
4110,10,1,3,0,0,0,1,0.381925511,0
4111,6,1,1,8,0,1,0,1.255808876,0
4112,3,3,2,13,0,1,0,3.097115085,0
4113,10,1,0,0,0,1,0,0.820961792,1
4114,10,2,0,0,1,0,0,0.770369442,0
4115,7,0,1,2,1,0,0,0.819699103,0
4116,9,2,1,11,0,1,0,1.172974837,0
4117,1,3,2,10,0,1,0,4.326646967,1
4118,8,2,0,3,1,0,0,0.480513972,1
4119,8,0,1,1,0,0,1,0.870825116,1
4120,9,1,2,1,1,0,0,0.894592502,1
4121,1,7,0,8,0,1,0,5.421778112,1
4122,5,2,1,9,0,1,0,5.1459176,1
4123,7,0,2,1,0,1,0,0.557079568,0
4124,2,5,8,5,0,1,0,20.98762876,0
4125,8,0,2,8,0,0,1,0.765452557,0
4126,12,1,1,0,1,0,0,0.369069217,1
4127,12,0,1,10,0,1,0,0.696489597,1
4128,12,0,4,3,0,0,1,0.585775189,0
4129,3,6,1,7,0,1,0,3.945437208,1
4130,10,0,0,11,0,1,0,0.657244454,0
4131,3,2,1,11,0,1,0,2.878003299,0
4132,9,3,3,7,0,1,0,0.664579906,0
4133,5,0,1,0,0,1,0,0.35791066,0
4134,1,5,9,3,0,1,0,21.48917946,1
4135,3,5,1,9,0,1,0,1.023622765,1
4136,0,3,6,4,0,1,0,17.63392612,1
4137,8,1,0,0,1,0,0,0.6765759,1
4138,1,2,0,10,0,1,0,1.40106223,0
4139,11,0,1,7,1,0,0,1.103925428,0
4140,9,2,0,9,0,1,0,0.698583569,0
4141,4,3,1,11,0,1,0,4.049924398,1
4142,4,4,1,8,1,0,0,3.159854604,1
4143,7,0,1,8,0,0,1,1.593708189,0
4144,8,0,0,2,1,0,0,0.555741886,1
4145,4,4,0,8,1,0,0,2.466114691,0
4146,1,6,1,10,0,1,0,3.473102568,1
4147,5,0,3,11,1,0,0,0.669102078,0
4148,9,4,1,12,0,1,0,5.645451846,0
4149,1,7,6,2,0,1,0,16.2862005,0
4150,2,4,0,13,0,1,0,3.24817671,0
4151,9,0,0,1,0,0,1,0.727433465,0
4152,12,2,3,0,0,0,1,0.724751299,0
4153,9,1,0,0,1,0,0,0.845043297,0
4154,12,0,1,2,1,0,0,0.522993074,0
4155,6,0,3,0,1,0,0,0.487930405,1
4156,3,1,2,9,1,0,0,4.99262308,0
4157,2,5,1,11,0,1,0,2.943490662,0
4158,6,2,0,2,1,0,0,0.371426739,0
4159,1,7,1,10,0,1,0,4.225433343,1
4160,11,0,3,1,0,0,1,0.56789402,1
4161,5,1,1,1,1,0,0,0.407687807,1
4162,9,3,0,0,1,0,0,0.436129208,1
4163,7,1,2,10,0,1,0,1.875196245,0
4164,4,3,2,6,0,1,0,5.058620145,1
4165,9,0,2,0,0,0,1,0.667423798,1
4166,10,1,0,1,1,0,0,0.556232786,1
4167,10,1,2,9,0,1,0,1.306538153,1
4168,10,2,2,0,0,0,1,0.50536916,1
4169,7,2,2,2,0,0,1,0.639846426,0
4170,4,2,3,13,0,1,0,3.344169784,1
4171,6,4,0,12,0,1,0,1.439002592,0
4172,8,2,1,0,1,0,0,0.656160509,1
4173,8,2,1,11,0,1,0,1.882777506,0
4174,8,2,2,1,0,1,0,0.40994334,1
4175,6,3,0,1,0,0,1,0.613084279,1
4176,3,8,0,11,0,1,0,5.285239093,0
4177,8,1,3,8,1,0,0,1.121584076,0
4178,9,1,0,0,0,0,1,0.689304926,1
4179,9,1,0,2,1,0,0,0.368856333,0
4180,6,1,2,0,0,1,0,0.824703538,0
4181,2,2,1,12,0,1,0,2.238715297,0
4182,0,2,1,12,1,0,0,4.108061475,1
4183,8,2,1,11,1,0,0,1.510072472,0
4184,9,1,1,11,0,1,0,1.206680156,1
4185,1,4,3,5,0,1,0,20.41638777,0
4186,8,0,1,7,0,1,0,1.339129071,0
4187,2,6,2,9,0,1,0,1.760083211,0
4188,3,2,2,13,1,0,0,4.525426381,0
4189,4,1,0,0,0,1,0,0.517495925,0
4190,4,4,0,9,1,0,0,1.592666538,0
4191,10,0,0,0,1,0,0,0.461360054,1
4192,8,1,0,0,1,0,0,0.388640268,1
4193,6,1,1,8,0,1,0,0.641072061,0
4194,4,5,0,10,0,1,0,1.19469689,1
4195,11,2,1,8,1,0,0,1.059225559,0
4196,10,0,3,1,0,0,1,0.855524792,0
4197,4,4,0,9,1,0,0,4.396262551,1
4198,8,2,0,0,1,0,0,0.62927573,0
4199,8,1,0,0,1,0,0,0.891397229,0
4200,9,3,1,13,0,1,0,5.422967118,1
4201,10,1,2,8,0,0,1,1.003269396,0
4202,11,2,3,0,1,0,0,0.377406058,0
4203,10,0,0,9,0,1,0,1.179717465,1
4204,10,1,0,1,1,0,0,0.881636184,1
4205,2,3,3,1,0,1,0,10.92501092,1
4206,3,4,1,9,0,1,0,2.46194853,0
4207,10,0,2,1,1,0,0,0.51414819,1
4208,10,2,1,3,1,0,0,0.440242416,1
4209,9,0,3,7,0,0,1,1.611625795,0
4210,7,0,2,1,0,0,1,0.385663129,1
4211,12,0,1,1,0,0,1,0.66172801,1
4212,7,0,2,8,1,0,0,0.952229896,1
4213,10,2,0,9,0,1,0,0.841579518,0
4214,8,1,0,0,0,0,1,0.801177681,0
4215,8,1,0,2,1,0,0,0.483222622,1
4216,1,2,2,10,0,1,0,4.556682038,0
4217,9,2,2,0,1,0,0,0.449135767,1
4218,8,2,0,0,0,0,1,0.722362325,0
4219,6,0,3,1,1,0,0,0.392292639,1
4220,7,1,2,7,0,1,0,0.640269183,1
4221,8,2,2,0,1,0,0,0.49912571,0
4222,6,1,1,2,0,0,1,0.420122184,1
4223,10,2,3,0,1,0,0,0.605765026,0
4224,11,0,2,7,1,0,0,0.609251471,0
4225,8,2,2,10,0,0,1,1.13220152,0
4226,2,4,10,3,0,1,0,6.905084529,1
4227,4,5,6,4,0,0,1,24.34324554,1
4228,12,1,1,8,0,0,1,0.705819377,0
4229,12,1,2,1,1,0,0,0.425805766,1
4230,8,1,3,12,1,0,0,0.975912837,1
4231,12,1,6,1,0,0,1,0.646760942,1
4232,0,3,1,11,0,1,0,2.06670408,0
4233,1,4,1,11,0,1,0,1.617847639,1
4234,11,0,0,10,0,1,0,1.906065947,0
4235,4,2,3,10,0,1,0,4.750065811,1
4236,13,1,0,10,0,1,0,0.881709524,0
4237,2,6,3,10,0,1,0,5.688619443,0
4238,11,0,1,3,0,0,1,0.440059717,1
4239,8,1,2,10,0,1,0,0.770258403,0
4240,11,2,1,2,0,0,1,0.696770361,0
4241,0,5,3,3,0,1,0,10.55399767,0
4242,3,3,2,11,0,1,0,4.257922329,0
4243,10,2,0,12,0,1,0,0.995371665,0
4244,8,3,0,10,0,0,1,0.720600288,0
4245,7,0,0,0,0,0,1,0.691268578,0
4246,8,0,1,9,0,0,1,0.540266583,1
4247,9,3,0,6,0,1,0,1.377189361,0
4248,7,2,0,8,0,1,0,1.300531234,1
4249,12,2,4,1,1,0,0,0.321949155,0
4250,10,0,1,3,0,1,0,0.362346054,0
4251,9,1,1,0,1,0,0,0.383490614,0
4252,3,4,0,7,0,1,0,3.068830226,1
4253,10,2,0,8,1,0,0,1.373724186,0
4254,10,1,1,4,0,0,1,0.622516785,1
4255,3,2,2,11,0,0,1,2.409600648,0
4256,12,0,0,11,0,1,0,1.835828095,0
4257,3,1,0,12,0,1,0,5.02883257,1
4258,10,1,0,0,1,0,0,0.325529442,1
4259,9,2,2,0,0,0,1,0.499724271,0
4260,3,1,2,11,0,1,0,1.419393905,0
4261,6,1,1,1,0,0,1,0.522045569,1
4262,9,2,1,6,0,1,0,1.094600819,0
4263,5,8,1,8,0,1,0,1.69376745,1
4264,7,1,2,1,1,0,0,0.422055353,0
4265,1,2,1,12,0,1,0,2.245512062,1
4266,9,1,2,1,0,0,1,0.669377636,1
4267,9,1,1,0,0,0,1,0.557482523,1
4268,12,3,2,5,0,0,1,1.358105186,0
4269,4,7,1,13,0,1,0,3.506785324,1
4270,7,5,1,9,0,1,0,1.309408758,0
4271,10,3,0,1,1,0,0,0.48184627,1
4272,7,1,0,9,0,1,0,0.608169953,0
4273,10,1,0,8,1,0,0,1.044732798,0
4274,13,0,0,12,0,0,1,0.576708675,0
4275,11,2,2,0,1,0,0,0.414010869,1
4276,8,2,0,0,0,1,0,0.303671957,0
4277,8,0,0,10,0,1,0,1.00384539,1
4278,13,1,3,0,0,0,1,0.547372559,1
4279,5,1,2,1,0,0,1,0.845148691,1
4280,9,2,2,13,0,0,1,0.689323196,1
